Country,Region/State,Zip/PostAN Code,Weight (and above),shipping fee price
JM,*,*,4.7,146.2038462
JM,*,*,4.8,149.2384615
JM,*,*,4.9,152.2730769
JM,*,*,5,155.3076923
NZ,*,*,0.1,6.611538462
NZ,*,*,0.2,9.646153847
NZ,*,*,0.3,12.68076923
NZ,*,*,0.4,15.71538462
NZ,*,*,0.5,18.75
NZ,*,*,0.6,21.78461538
NZ,*,*,0.7,24.81923078
NZ,*,*,0.8,27.85384616
NZ,*,*,0.9,30.88846154
NZ,*,*,1,33.92307693
NZ,*,*,1.1,36.95769231
NZ,*,*,1.2,39.99230769
NZ,*,*,1.3,43.02692307
NZ,*,*,1.4,46.06153847
NZ,*,*,1.5,49.09615385
NZ,*,*,1.6,52.13076923
NZ,*,*,1.7,55.16538462
NZ,*,*,1.8,58.2
NZ,*,*,1.9,61.23461538
NZ,*,*,2,64.26923078
NZ,*,*,2.1,67.30384616
NZ,*,*,2.2,70.33846154
NZ,*,*,2.3,73.37307693
NZ,*,*,2.4,76.40769231
NZ,*,*,2.5,79.44230769
NZ,*,*,2.6,82.47692307
NZ,*,*,2.7,85.51153847
NZ,*,*,2.8,88.54615385
NZ,*,*,2.9,91.58076923
NZ,*,*,3,94.61538462
NZ,*,*,3.1,97.65
NZ,*,*,3.2,100.6846154
NZ,*,*,3.3,103.7192308
NZ,*,*,3.4,106.7538462
NZ,*,*,3.5,109.7884615
NZ,*,*,3.6,112.8230769
NZ,*,*,3.7,115.8576923
NZ,*,*,3.8,118.8923077
NZ,*,*,3.9,121.9269231
NZ,*,*,4,124.9615385
NZ,*,*,4.1,127.9961538
NZ,*,*,4.2,131.0307692
NZ,*,*,4.3,134.0653846
NZ,*,*,4.4,137.1
NZ,*,*,4.5,140.1346154
NZ,*,*,4.6,143.1692308
NZ,*,*,4.7,146.2038462
NZ,*,*,4.8,149.2384615
NZ,*,*,4.9,152.2730769
NZ,*,*,5,155.3076923
NC,*,*,0.1,6.611538462
NC,*,*,0.2,9.646153847
NC,*,*,0.3,12.68076923
NC,*,*,0.4,15.71538462
NC,*,*,0.5,18.75
NC,*,*,0.6,21.78461538
NC,*,*,0.7,24.81923078
NC,*,*,0.8,27.85384616
NC,*,*,0.9,30.88846154
NC,*,*,1,33.92307693
NC,*,*,1.1,36.95769231
NC,*,*,1.2,39.99230769
NC,*,*,1.3,43.02692307
NC,*,*,1.4,46.06153847
NC,*,*,1.5,49.09615385
NC,*,*,1.6,52.13076923
NC,*,*,1.7,55.16538462
NC,*,*,1.8,58.2
NC,*,*,1.9,61.23461538
NC,*,*,2,64.26923078
NC,*,*,2.1,67.30384616
NC,*,*,2.2,70.33846154
NC,*,*,2.3,73.37307693
NC,*,*,2.4,76.40769231
NC,*,*,2.5,79.44230769
NC,*,*,2.6,82.47692307
NC,*,*,2.7,85.51153847
NC,*,*,2.8,88.54615385
NC,*,*,2.9,91.58076923
NC,*,*,3,94.61538462
NC,*,*,3.1,97.65
NC,*,*,3.2,100.6846154
NC,*,*,3.3,103.7192308
NC,*,*,3.4,106.7538462
NC,*,*,3.5,109.7884615
NC,*,*,3.6,112.8230769
NC,*,*,3.7,115.8576923
NC,*,*,3.8,118.8923077
NC,*,*,3.9,121.9269231
NC,*,*,4,124.9615385
NC,*,*,4.1,127.9961538
NC,*,*,4.2,131.0307692
NC,*,*,4.3,134.0653846
NC,*,*,4.4,137.1
NC,*,*,4.5,140.1346154
NC,*,*,4.6,143.1692308
NC,*,*,4.7,146.2038462
NC,*,*,4.8,149.2384615
NC,*,*,4.9,152.2730769
NC,*,*,5,155.3076923
GR,*,*,0.1,6.611538462
GR,*,*,0.2,9.646153847
GR,*,*,0.3,12.68076923
GR,*,*,0.4,15.71538462
GR,*,*,0.5,18.75
GR,*,*,0.6,21.78461538
GR,*,*,0.7,24.81923078
GR,*,*,0.8,27.85384616
GR,*,*,0.9,30.88846154
GR,*,*,1,33.92307693
GR,*,*,1.1,36.95769231
GR,*,*,1.2,39.99230769
GR,*,*,1.3,43.02692307
GR,*,*,1.4,46.06153847
GR,*,*,1.5,49.09615385
GR,*,*,1.6,52.13076923
GR,*,*,1.7,55.16538462
GR,*,*,1.8,58.2
GR,*,*,1.9,61.23461538
GR,*,*,2,64.26923078
GR,*,*,2.1,67.30384616
GR,*,*,2.2,70.33846154
GR,*,*,2.3,73.37307693
GR,*,*,2.4,76.40769231
GR,*,*,2.5,79.44230769
GR,*,*,2.6,82.47692307
GR,*,*,2.7,85.51153847
GR,*,*,2.8,88.54615385
GR,*,*,2.9,91.58076923
GR,*,*,3,94.61538462
GR,*,*,3.1,97.65
GR,*,*,3.2,100.6846154
GR,*,*,3.3,103.7192308
GR,*,*,3.4,106.7538462
GR,*,*,3.5,109.7884615
GR,*,*,3.6,112.8230769
GR,*,*,3.7,115.8576923
GR,*,*,3.8,118.8923077
GR,*,*,3.9,121.9269231
GR,*,*,4,124.9615385
GR,*,*,4.1,127.9961538
GR,*,*,4.2,131.0307692
GR,*,*,4.3,134.0653846
GR,*,*,4.4,137.1
GR,*,*,4.5,140.1346154
GR,*,*,4.6,143.1692308
GR,*,*,4.7,146.2038462
GR,*,*,4.8,149.2384615
GR,*,*,4.9,152.2730769
GR,*,*,5,155.3076923
GT,*,*,0.1,6.611538462
GT,*,*,0.2,9.646153847
GT,*,*,0.3,12.68076923
GT,*,*,0.4,15.71538462
GT,*,*,0.5,18.75
GT,*,*,0.6,21.78461538
GT,*,*,0.7,24.81923078
GT,*,*,0.8,27.85384616
GT,*,*,0.9,30.88846154
GT,*,*,1,33.92307693
GT,*,*,1.1,36.95769231
GT,*,*,1.2,39.99230769
GT,*,*,1.3,43.02692307
GT,*,*,1.4,46.06153847
GT,*,*,1.5,49.09615385
GT,*,*,1.6,52.13076923
GT,*,*,1.7,55.16538462
GT,*,*,1.8,58.2
GT,*,*,1.9,61.23461538
GT,*,*,2,64.26923078
GT,*,*,2.1,67.30384616
GT,*,*,2.2,70.33846154
GT,*,*,2.3,73.37307693
GT,*,*,2.4,76.40769231
GT,*,*,2.5,79.44230769
GT,*,*,2.6,82.47692307
GT,*,*,2.7,85.51153847
GT,*,*,2.8,88.54615385
GT,*,*,2.9,91.58076923
GT,*,*,3,94.61538462
GT,*,*,3.1,97.65
GT,*,*,3.2,100.6846154
GT,*,*,3.3,103.7192308
GT,*,*,3.4,106.7538462
GT,*,*,3.5,109.7884615
GT,*,*,3.6,112.8230769
GT,*,*,3.7,115.8576923
GT,*,*,3.8,118.8923077
GT,*,*,3.9,121.9269231
GT,*,*,4,124.9615385
GT,*,*,4.1,127.9961538
GT,*,*,4.2,131.0307692
GT,*,*,4.3,134.0653846
GT,*,*,4.4,137.1
GT,*,*,4.5,140.1346154
GT,*,*,4.6,143.1692308
GT,*,*,4.7,146.2038462
GT,*,*,4.8,149.2384615
GT,*,*,4.9,152.2730769
GT,*,*,5,155.3076923
TM,*,*,0.1,6.611538462
TM,*,*,0.2,9.646153847
TM,*,*,0.3,12.68076923
TM,*,*,0.4,15.71538462
TM,*,*,0.5,18.75
TM,*,*,0.6,21.78461538
TM,*,*,0.7,24.81923078
TM,*,*,0.8,27.85384616
TM,*,*,0.9,30.88846154
TM,*,*,1,33.92307693
TM,*,*,1.1,36.95769231
TM,*,*,1.2,39.99230769
TM,*,*,1.3,43.02692307
TM,*,*,1.4,46.06153847
TM,*,*,1.5,49.09615385
TM,*,*,1.6,52.13076923
TM,*,*,1.7,55.16538462
TM,*,*,1.8,58.2
TM,*,*,1.9,61.23461538
TM,*,*,2,64.26923078
TM,*,*,2.1,67.30384616
TM,*,*,2.2,70.33846154
TM,*,*,2.3,73.37307693
TM,*,*,2.4,76.40769231
TM,*,*,2.5,79.44230769
TM,*,*,2.6,82.47692307
TM,*,*,2.7,85.51153847
TM,*,*,2.8,88.54615385
TM,*,*,2.9,91.58076923
TM,*,*,3,94.61538462
TM,*,*,3.1,97.65
TM,*,*,3.2,100.6846154
TM,*,*,3.3,103.7192308
TM,*,*,3.4,106.7538462
TM,*,*,3.5,109.7884615
TM,*,*,3.6,112.8230769
TM,*,*,3.7,115.8576923
TM,*,*,3.8,118.8923077
TM,*,*,3.9,121.9269231
TM,*,*,4,124.9615385
TM,*,*,4.1,127.9961538
TM,*,*,4.2,131.0307692
TM,*,*,4.3,134.0653846
TM,*,*,4.4,137.1
TM,*,*,4.5,140.1346154
TM,*,*,4.6,143.1692308
TM,*,*,4.7,146.2038462
TM,*,*,4.8,149.2384615
TM,*,*,4.9,152.2730769
TM,*,*,5,155.3076923
TV,*,*,0.1,6.611538462
TV,*,*,0.2,9.646153847
TV,*,*,0.3,12.68076923
TV,*,*,0.4,15.71538462
TV,*,*,0.5,18.75
TV,*,*,0.6,21.78461538
TV,*,*,0.7,24.81923078
TV,*,*,0.8,27.85384616
TV,*,*,0.9,30.88846154
TV,*,*,1,33.92307693
TV,*,*,1.1,36.95769231
TV,*,*,1.2,39.99230769
TV,*,*,1.3,43.02692307
TV,*,*,1.4,46.06153847
TV,*,*,1.5,49.09615385
TV,*,*,1.6,52.13076923
TV,*,*,1.7,55.16538462
TV,*,*,1.8,58.2
TV,*,*,1.9,61.23461538
TV,*,*,2,64.26923078
TV,*,*,2.1,67.30384616
TV,*,*,2.2,70.33846154
TV,*,*,2.3,73.37307693
TV,*,*,2.4,76.40769231
TV,*,*,2.5,79.44230769
TV,*,*,2.6,82.47692307
TV,*,*,2.7,85.51153847
TV,*,*,2.8,88.54615385
TV,*,*,2.9,91.58076923
TV,*,*,3,94.61538462
TV,*,*,3.1,97.65
TV,*,*,3.2,100.6846154
TV,*,*,3.3,103.7192308
TV,*,*,3.4,106.7538462
TV,*,*,3.5,109.7884615
TV,*,*,3.6,112.8230769
TV,*,*,3.7,115.8576923
TV,*,*,3.8,118.8923077
TV,*,*,3.9,121.9269231
TV,*,*,4,124.9615385
TV,*,*,4.1,127.9961538
TV,*,*,4.2,131.0307692
TV,*,*,4.3,134.0653846
TV,*,*,4.4,137.1
TV,*,*,4.5,140.1346154
TV,*,*,4.6,143.1692308
TV,*,*,4.7,146.2038462
TV,*,*,4.8,149.2384615
TV,*,*,4.9,152.2730769
TV,*,*,5,155.3076923
TC,*,*,0.1,6.611538462
TC,*,*,0.2,9.646153847
TC,*,*,0.3,12.68076923
TC,*,*,0.4,15.71538462
TC,*,*,0.5,18.75
TC,*,*,0.6,21.78461538
TC,*,*,0.7,24.81923078
TC,*,*,0.8,27.85384616
TC,*,*,0.9,30.88846154
TC,*,*,1,33.92307693
TC,*,*,1.1,36.95769231
TC,*,*,1.2,39.99230769
TC,*,*,1.3,43.02692307
TC,*,*,1.4,46.06153847
TC,*,*,1.5,49.09615385
TC,*,*,1.6,52.13076923
TC,*,*,1.7,55.16538462
TC,*,*,1.8,58.2
TC,*,*,1.9,61.23461538
TC,*,*,2,64.26923078
TC,*,*,2.1,67.30384616
TC,*,*,2.2,70.33846154
TC,*,*,2.3,73.37307693
TC,*,*,2.4,76.40769231
TC,*,*,2.5,79.44230769
TC,*,*,2.6,82.47692307
TC,*,*,2.7,85.51153847
TC,*,*,2.8,88.54615385
TC,*,*,2.9,91.58076923
TC,*,*,3,94.61538462
TC,*,*,3.1,97.65
TC,*,*,3.2,100.6846154
TC,*,*,3.3,103.7192308
TC,*,*,3.4,106.7538462
TC,*,*,3.5,109.7884615
TC,*,*,3.6,112.8230769
TC,*,*,3.7,115.8576923
TC,*,*,3.8,118.8923077
TC,*,*,3.9,121.9269231
TC,*,*,4,124.9615385
TC,*,*,4.1,127.9961538
TC,*,*,4.2,131.0307692
TC,*,*,4.3,134.0653846
TC,*,*,4.4,137.1
TC,*,*,4.5,140.1346154
TC,*,*,4.6,143.1692308
TC,*,*,4.7,146.2038462
TC,*,*,4.8,149.2384615
TC,*,*,4.9,152.2730769
TC,*,*,5,155.3076923
TO,*,*,0.1,6.611538462
TO,*,*,0.2,9.646153847
TO,*,*,0.3,12.68076923
TO,*,*,0.4,15.71538462
TO,*,*,0.5,18.75
TO,*,*,0.6,21.78461538
TO,*,*,0.7,24.81923078
TO,*,*,0.8,27.85384616
TO,*,*,0.9,30.88846154
TO,*,*,1,33.92307693
TO,*,*,1.1,36.95769231
TO,*,*,1.2,39.99230769
TO,*,*,1.3,43.02692307
TO,*,*,1.4,46.06153847
TO,*,*,1.5,49.09615385
TO,*,*,1.6,52.13076923
TO,*,*,1.7,55.16538462
TO,*,*,1.8,58.2
TO,*,*,1.9,61.23461538
TO,*,*,2,64.26923078
TO,*,*,2.1,67.30384616
TO,*,*,2.2,70.33846154
TO,*,*,2.3,73.37307693
TO,*,*,2.4,76.40769231
TO,*,*,2.5,79.44230769
TO,*,*,2.6,82.47692307
TO,*,*,2.7,85.51153847
TO,*,*,2.8,88.54615385
TO,*,*,2.9,91.58076923
TO,*,*,3,94.61538462
TO,*,*,3.1,97.65
TO,*,*,3.2,100.6846154
TO,*,*,3.3,103.7192308
TO,*,*,3.4,106.7538462
TO,*,*,3.5,109.7884615
TO,*,*,3.6,112.8230769
TO,*,*,3.7,115.8576923
TO,*,*,3.8,118.8923077
TO,*,*,3.9,121.9269231
TO,*,*,4,124.9615385
TO,*,*,4.1,127.9961538
TO,*,*,4.2,131.0307692
TO,*,*,4.3,134.0653846
TO,*,*,4.4,137.1
TO,*,*,4.5,140.1346154
TO,*,*,4.6,143.1692308
TO,*,*,4.7,146.2038462
TO,*,*,4.8,149.2384615
TO,*,*,4.9,152.2730769
TO,*,*,5,155.3076923
SB,*,*,0.1,6.611538462
SB,*,*,0.2,9.646153847
SB,*,*,0.3,12.68076923
SB,*,*,0.4,15.71538462
SB,*,*,0.5,18.75
SB,*,*,0.6,21.78461538
SB,*,*,0.7,24.81923078
SB,*,*,0.8,27.85384616
SB,*,*,0.9,30.88846154
SB,*,*,1,33.92307693
SB,*,*,1.1,36.95769231
SB,*,*,1.2,39.99230769
SB,*,*,1.3,43.02692307
SB,*,*,1.4,46.06153847
SB,*,*,1.5,49.09615385
SB,*,*,1.6,52.13076923
SB,*,*,1.7,55.16538462
SB,*,*,1.8,58.2
SB,*,*,1.9,61.23461538
SB,*,*,2,64.26923078
SB,*,*,2.1,67.30384616
SB,*,*,2.2,70.33846154
SB,*,*,2.3,73.37307693
SB,*,*,2.4,76.40769231
SB,*,*,2.5,79.44230769
SB,*,*,2.6,82.47692307
SB,*,*,2.7,85.51153847
SB,*,*,2.8,88.54615385
SB,*,*,2.9,91.58076923
SB,*,*,3,94.61538462
SB,*,*,3.1,97.65
SB,*,*,3.2,100.6846154
SB,*,*,3.3,103.7192308
SB,*,*,3.4,106.7538462
SB,*,*,3.5,109.7884615
SB,*,*,3.6,112.8230769
SB,*,*,3.7,115.8576923
SB,*,*,3.8,118.8923077
SB,*,*,3.9,121.9269231
SB,*,*,4,124.9615385
SB,*,*,4.1,127.9961538
SB,*,*,4.2,131.0307692
SB,*,*,4.3,134.0653846
SB,*,*,4.4,137.1
SB,*,*,4.5,140.1346154
SB,*,*,4.6,143.1692308
SB,*,*,4.7,146.2038462
SB,*,*,4.8,149.2384615
SB,*,*,4.9,152.2730769
SB,*,*,5,155.3076923
SJ,*,*,0.1,6.611538462
SJ,*,*,0.2,9.646153847
SJ,*,*,0.3,12.68076923
SJ,*,*,0.4,15.71538462
SJ,*,*,0.5,18.75
SJ,*,*,0.6,21.78461538
SJ,*,*,0.7,24.81923078
SJ,*,*,0.8,27.85384616
SJ,*,*,0.9,30.88846154
SJ,*,*,1,33.92307693
SJ,*,*,1.1,36.95769231
SJ,*,*,1.2,39.99230769
SJ,*,*,1.3,43.02692307
SJ,*,*,1.4,46.06153847
SJ,*,*,1.5,49.09615385
SJ,*,*,1.6,52.13076923
SJ,*,*,1.7,55.16538462
SJ,*,*,1.8,58.2
SJ,*,*,1.9,61.23461538
SJ,*,*,2,64.26923078
SJ,*,*,2.1,67.30384616
SJ,*,*,2.2,70.33846154
SJ,*,*,2.3,73.37307693
SJ,*,*,2.4,76.40769231
SJ,*,*,2.5,79.44230769
SJ,*,*,2.6,82.47692307
SJ,*,*,2.7,85.51153847
SJ,*,*,2.8,88.54615385
SJ,*,*,2.9,91.58076923
SJ,*,*,3,94.61538462
SJ,*,*,3.1,97.65
SJ,*,*,3.2,100.6846154
SJ,*,*,3.3,103.7192308
SJ,*,*,3.4,106.7538462
SJ,*,*,3.5,109.7884615
SJ,*,*,3.6,112.8230769
SJ,*,*,3.7,115.8576923
SJ,*,*,3.8,118.8923077
SJ,*,*,3.9,121.9269231
SJ,*,*,4,124.9615385
SJ,*,*,4.1,127.9961538
SJ,*,*,4.2,131.0307692
SJ,*,*,4.3,134.0653846
SJ,*,*,4.4,137.1
SJ,*,*,4.5,140.1346154
SJ,*,*,4.6,143.1692308
SJ,*,*,4.7,146.2038462
SJ,*,*,4.8,149.2384615
SJ,*,*,4.9,152.2730769
SJ,*,*,5,155.3076923
PM,*,*,0.1,6.611538462
PM,*,*,0.2,9.646153847
PM,*,*,0.3,12.68076923
PM,*,*,0.4,15.71538462
PM,*,*,0.5,18.75
PM,*,*,0.6,21.78461538
PM,*,*,0.7,24.81923078
PM,*,*,0.8,27.85384616
PM,*,*,0.9,30.88846154
PM,*,*,1,33.92307693
PM,*,*,1.1,36.95769231
PM,*,*,1.2,39.99230769
PM,*,*,1.3,43.02692307
PM,*,*,1.4,46.06153847
PM,*,*,1.5,49.09615385
PM,*,*,1.6,52.13076923
PM,*,*,1.7,55.16538462
PM,*,*,1.8,58.2
PM,*,*,1.9,61.23461538
PM,*,*,2,64.26923078
PM,*,*,2.1,67.30384616
PM,*,*,2.2,70.33846154
PM,*,*,2.3,73.37307693
PM,*,*,2.4,76.40769231
PM,*,*,2.5,79.44230769
PM,*,*,2.6,82.47692307
PM,*,*,2.7,85.51153847
PM,*,*,2.8,88.54615385
PM,*,*,2.9,91.58076923
PM,*,*,3,94.61538462
PM,*,*,3.1,97.65
PM,*,*,3.2,100.6846154
PM,*,*,3.3,103.7192308
PM,*,*,3.4,106.7538462
PM,*,*,3.5,109.7884615
PM,*,*,3.6,112.8230769
PM,*,*,3.7,115.8576923
PM,*,*,3.8,118.8923077
PM,*,*,3.9,121.9269231
PM,*,*,4,124.9615385
PM,*,*,4.1,127.9961538
PM,*,*,4.2,131.0307692
PM,*,*,4.3,134.0653846
PM,*,*,4.4,137.1
PM,*,*,4.5,140.1346154
PM,*,*,4.6,143.1692308
PM,*,*,4.7,146.2038462
PM,*,*,4.8,149.2384615
PM,*,*,4.9,152.2730769
PM,*,*,5,155.3076923
SM,*,*,0.1,6.611538462
SM,*,*,0.2,9.646153847
SM,*,*,0.3,12.68076923
SM,*,*,0.4,15.71538462
SM,*,*,0.5,18.75
SM,*,*,0.6,21.78461538
SM,*,*,0.7,24.81923078
SM,*,*,0.8,27.85384616
SM,*,*,0.9,30.88846154
SM,*,*,1,33.92307693
SM,*,*,1.1,36.95769231
SM,*,*,1.2,39.99230769
SM,*,*,1.3,43.02692307
SM,*,*,1.4,46.06153847
SM,*,*,1.5,49.09615385
SM,*,*,1.6,52.13076923
SM,*,*,1.7,55.16538462
SM,*,*,1.8,58.2
SM,*,*,1.9,61.23461538
SM,*,*,2,64.26923078
SM,*,*,2.1,67.30384616
SM,*,*,2.2,70.33846154
SM,*,*,2.3,73.37307693
SM,*,*,2.4,76.40769231
SM,*,*,2.5,79.44230769
SM,*,*,2.6,82.47692307
SM,*,*,2.7,85.51153847
SM,*,*,2.8,88.54615385
SM,*,*,2.9,91.58076923
SM,*,*,3,94.61538462
SM,*,*,3.1,97.65
SM,*,*,3.2,100.6846154
SM,*,*,3.3,103.7192308
SM,*,*,3.4,106.7538462
SM,*,*,3.5,109.7884615
SM,*,*,3.6,112.8230769
SM,*,*,3.7,115.8576923
SM,*,*,3.8,118.8923077
SM,*,*,3.9,121.9269231
SM,*,*,4,124.9615385
SM,*,*,4.1,127.9961538
SM,*,*,4.2,131.0307692
SM,*,*,4.3,134.0653846
SM,*,*,4.4,137.1
SM,*,*,4.5,140.1346154
SM,*,*,4.6,143.1692308
SM,*,*,4.7,146.2038462
SM,*,*,4.8,149.2384615
SM,*,*,4.9,152.2730769
SM,*,*,5,155.3076923
LC,*,*,0.1,6.611538462
LC,*,*,0.2,9.646153847
LC,*,*,0.3,12.68076923
LC,*,*,0.4,15.71538462
LC,*,*,0.5,18.75
LC,*,*,0.6,21.78461538
LC,*,*,0.7,24.81923078
LC,*,*,0.8,27.85384616
LC,*,*,0.9,30.88846154
LC,*,*,1,33.92307693
LC,*,*,1.1,36.95769231
LC,*,*,1.2,39.99230769
LC,*,*,1.3,43.02692307
LC,*,*,1.4,46.06153847
LC,*,*,1.5,49.09615385
LC,*,*,1.6,52.13076923
LC,*,*,1.7,55.16538462
LC,*,*,1.8,58.2
LC,*,*,1.9,61.23461538
LC,*,*,2,64.26923078
LC,*,*,2.1,67.30384616
LC,*,*,2.2,70.33846154
LC,*,*,2.3,73.37307693
LC,*,*,2.4,76.40769231
LC,*,*,2.5,79.44230769
LC,*,*,2.6,82.47692307
LC,*,*,2.7,85.51153847
LC,*,*,2.8,88.54615385
LC,*,*,2.9,91.58076923
LC,*,*,3,94.61538462
LC,*,*,3.1,97.65
LC,*,*,3.2,100.6846154
LC,*,*,3.3,103.7192308
LC,*,*,3.4,106.7538462
LC,*,*,3.5,109.7884615
LC,*,*,3.6,112.8230769
LC,*,*,3.7,115.8576923
LC,*,*,3.8,118.8923077
LC,*,*,3.9,121.9269231
LC,*,*,4,124.9615385
LC,*,*,4.1,127.9961538
LC,*,*,4.2,131.0307692
LC,*,*,4.3,134.0653846
LC,*,*,4.4,137.1
LC,*,*,4.5,140.1346154
LC,*,*,4.6,143.1692308
LC,*,*,4.7,146.2038462
LC,*,*,4.8,149.2384615
LC,*,*,4.9,152.2730769
LC,*,*,5,155.3076923
KN,*,*,0.1,6.611538462
KN,*,*,0.2,9.646153847
KN,*,*,0.3,12.68076923
KN,*,*,0.4,15.71538462
KN,*,*,0.5,18.75
KN,*,*,0.6,21.78461538
KN,*,*,0.7,24.81923078
KN,*,*,0.8,27.85384616
KN,*,*,0.9,30.88846154
KN,*,*,1,33.92307693
KN,*,*,1.1,36.95769231
KN,*,*,1.2,39.99230769
KN,*,*,1.3,43.02692307
KN,*,*,1.4,46.06153847
KN,*,*,1.5,49.09615385
KN,*,*,1.6,52.13076923
KN,*,*,1.7,55.16538462
KN,*,*,1.8,58.2
KN,*,*,1.9,61.23461538
KN,*,*,2,64.26923078
KN,*,*,2.1,67.30384616
KN,*,*,2.2,70.33846154
KN,*,*,2.3,73.37307693
KN,*,*,2.4,76.40769231
KN,*,*,2.5,79.44230769
KN,*,*,2.6,82.47692307
KN,*,*,2.7,85.51153847
KN,*,*,2.8,88.54615385
KN,*,*,2.9,91.58076923
KN,*,*,3,94.61538462
KN,*,*,3.1,97.65
KN,*,*,3.2,100.6846154
KN,*,*,3.3,103.7192308
KN,*,*,3.4,106.7538462
KN,*,*,3.5,109.7884615
KN,*,*,3.6,112.8230769
KN,*,*,3.7,115.8576923
KN,*,*,3.8,118.8923077
KN,*,*,3.9,121.9269231
KN,*,*,4,124.9615385
KN,*,*,4.1,127.9961538
KN,*,*,4.2,131.0307692
KN,*,*,4.3,134.0653846
KN,*,*,4.4,137.1
KN,*,*,4.5,140.1346154
KN,*,*,4.6,143.1692308
KN,*,*,4.7,146.2038462
KN,*,*,4.8,149.2384615
KN,*,*,4.9,152.2730769
KN,*,*,5,155.3076923
SH,*,*,0.1,6.611538462
SH,*,*,0.2,9.646153847
SH,*,*,0.3,12.68076923
SH,*,*,0.4,15.71538462
SH,*,*,0.5,18.75
SH,*,*,0.6,21.78461538
SH,*,*,0.7,24.81923078
SH,*,*,0.8,27.85384616
SH,*,*,0.9,30.88846154
SH,*,*,1,33.92307693
SH,*,*,1.1,36.95769231
SH,*,*,1.2,39.99230769
SH,*,*,1.3,43.02692307
SH,*,*,1.4,46.06153847
SH,*,*,1.5,49.09615385
SH,*,*,1.6,52.13076923
SH,*,*,1.7,55.16538462
SH,*,*,1.8,58.2
SH,*,*,1.9,61.23461538
SH,*,*,2,64.26923078
SH,*,*,2.1,67.30384616
SH,*,*,2.2,70.33846154
SH,*,*,2.3,73.37307693
SH,*,*,2.4,76.40769231
SH,*,*,2.5,79.44230769
SH,*,*,2.6,82.47692307
SH,*,*,2.7,85.51153847
SH,*,*,2.8,88.54615385
SH,*,*,2.9,91.58076923
SH,*,*,3,94.61538462
SH,*,*,3.1,97.65
SH,*,*,3.2,100.6846154
SH,*,*,3.3,103.7192308
SH,*,*,3.4,106.7538462
SH,*,*,3.5,109.7884615
SH,*,*,3.6,112.8230769
SH,*,*,3.7,115.8576923
SH,*,*,3.8,118.8923077
SH,*,*,3.9,121.9269231
SH,*,*,4,124.9615385
SH,*,*,4.1,127.9961538
SH,*,*,4.2,131.0307692
SH,*,*,4.3,134.0653846
SH,*,*,4.4,137.1
SH,*,*,4.5,140.1346154
SH,*,*,4.6,143.1692308
SH,*,*,4.7,146.2038462
SH,*,*,4.8,149.2384615
SH,*,*,4.9,152.2730769
SH,*,*,5,155.3076923
CX,*,*,0.1,6.611538462
CX,*,*,0.2,9.646153847
CX,*,*,0.3,12.68076923
CX,*,*,0.4,15.71538462
CX,*,*,0.5,18.75
CX,*,*,0.6,21.78461538
CX,*,*,0.7,24.81923078
CX,*,*,0.8,27.85384616
CX,*,*,0.9,30.88846154
CX,*,*,1,33.92307693
CX,*,*,1.1,36.95769231
CX,*,*,1.2,39.99230769
CX,*,*,1.3,43.02692307
CX,*,*,1.4,46.06153847
CX,*,*,1.5,49.09615385
CX,*,*,1.6,52.13076923
CX,*,*,1.7,55.16538462
CX,*,*,1.8,58.2
CX,*,*,1.9,61.23461538
CX,*,*,2,64.26923078
CX,*,*,2.1,67.30384616
CX,*,*,2.2,70.33846154
CX,*,*,2.3,73.37307693
CX,*,*,2.4,76.40769231
CX,*,*,2.5,79.44230769
CX,*,*,2.6,82.47692307
CX,*,*,2.7,85.51153847
CX,*,*,2.8,88.54615385
CX,*,*,2.9,91.58076923
CX,*,*,3,94.61538462
CX,*,*,3.1,97.65
CX,*,*,3.2,100.6846154
CX,*,*,3.3,103.7192308
CX,*,*,3.4,106.7538462
CX,*,*,3.5,109.7884615
CX,*,*,3.6,112.8230769
CX,*,*,3.7,115.8576923
CX,*,*,3.8,118.8923077
CX,*,*,3.9,121.9269231
CX,*,*,4,124.9615385
CX,*,*,4.1,127.9961538
CX,*,*,4.2,131.0307692
CX,*,*,4.3,134.0653846
CX,*,*,4.4,137.1
CX,*,*,4.5,140.1346154
CX,*,*,4.6,143.1692308
CX,*,*,4.7,146.2038462
CX,*,*,4.8,149.2384615
CX,*,*,4.9,152.2730769
CX,*,*,5,155.3076923
SA,*,*,0.1,6.611538462
SA,*,*,0.2,9.646153847
SA,*,*,0.3,12.68076923
SA,*,*,0.4,15.71538462
SA,*,*,0.5,18.75
SA,*,*,0.6,21.78461538
SA,*,*,0.7,24.81923078
SA,*,*,0.8,27.85384616
SA,*,*,0.9,30.88846154
SA,*,*,1,33.92307693
SA,*,*,1.1,36.95769231
SA,*,*,1.2,39.99230769
SA,*,*,1.3,43.02692307
SA,*,*,1.4,46.06153847
SA,*,*,1.5,49.09615385
SA,*,*,1.6,52.13076923
SA,*,*,1.7,55.16538462
SA,*,*,1.8,58.2
SA,*,*,1.9,61.23461538
SA,*,*,2,64.26923078
SA,*,*,2.1,67.30384616
SA,*,*,2.2,70.33846154
SA,*,*,2.3,73.37307693
SA,*,*,2.4,76.40769231
SA,*,*,2.5,79.44230769
SA,*,*,2.6,82.47692307
SA,*,*,2.7,85.51153847
SA,*,*,2.8,88.54615385
SA,*,*,2.9,91.58076923
