Country,Region/State,Zip/PostAN Code,Weight (and above),shipping fee price
BR,*,*,5,166.2692307
BW,*,*,0.1,6.830769231
BW,*,*,0.2,10.08461538
BW,*,*,0.3,13.33846154
BW,*,*,0.4,16.59230769
BW,*,*,0.5,19.84615385
BW,*,*,0.6,23.1
BW,*,*,0.7,26.35384616
BW,*,*,0.8,29.60769231
BW,*,*,0.9,32.86153847
BW,*,*,1,36.11538462
BW,*,*,1.1,39.36923078
BW,*,*,1.2,42.62307693
BW,*,*,1.3,45.87692307
BW,*,*,1.4,49.13076923
BW,*,*,1.5,52.38461538
BW,*,*,1.6,55.63846154
BW,*,*,1.7,58.89230769
BW,*,*,1.8,62.14615385
BW,*,*,1.9,65.4
BW,*,*,2,68.65384616
BW,*,*,2.1,71.90769231
BW,*,*,2.2,75.16153847
BW,*,*,2.3,78.41538462
BW,*,*,2.4,81.66923078
BW,*,*,2.5,84.92307693
BW,*,*,2.6,88.17692307
BW,*,*,2.7,91.43076923
BW,*,*,2.8,94.68461538
BW,*,*,2.9,97.93846154
BW,*,*,3,101.1923077
BW,*,*,3.1,104.4461538
BW,*,*,3.2,107.7
BW,*,*,3.3,110.9538462
BW,*,*,3.4,114.2076923
BW,*,*,3.5,117.4615385
BW,*,*,3.6,120.7153846
BW,*,*,3.7,123.9692308
BW,*,*,3.8,127.2230769
BW,*,*,3.9,130.4769231
BW,*,*,4,133.7307692
BW,*,*,4.1,136.9846154
BW,*,*,4.2,140.2384615
BW,*,*,4.3,143.4923077
BW,*,*,4.4,146.7461538
BW,*,*,4.5,150
BW,*,*,4.6,153.2538462
BW,*,*,4.7,156.5076923
BW,*,*,4.8,159.7615385
BW,*,*,4.9,163.0153847
BW,*,*,5,166.2692307
BY,*,*,0.1,6.830769231
BY,*,*,0.2,10.08461538
BY,*,*,0.3,13.33846154
BY,*,*,0.4,16.59230769
BY,*,*,0.5,19.84615385
BY,*,*,0.6,23.1
BY,*,*,0.7,26.35384616
BY,*,*,0.8,29.60769231
BY,*,*,0.9,32.86153847
BY,*,*,1,36.11538462
BY,*,*,1.1,39.36923078
BY,*,*,1.2,42.62307693
BY,*,*,1.3,45.87692307
BY,*,*,1.4,49.13076923
BY,*,*,1.5,52.38461538
BY,*,*,1.6,55.63846154
BY,*,*,1.7,58.89230769
BY,*,*,1.8,62.14615385
BY,*,*,1.9,65.4
BY,*,*,2,68.65384616
BY,*,*,2.1,71.90769231
BY,*,*,2.2,75.16153847
BY,*,*,2.3,78.41538462
BY,*,*,2.4,81.66923078
BY,*,*,2.5,84.92307693
BY,*,*,2.6,88.17692307
BY,*,*,2.7,91.43076923
BY,*,*,2.8,94.68461538
BY,*,*,2.9,97.93846154
BY,*,*,3,101.1923077
BY,*,*,3.1,104.4461538
BY,*,*,3.2,107.7
BY,*,*,3.3,110.9538462
BY,*,*,3.4,114.2076923
BY,*,*,3.5,117.4615385
BY,*,*,3.6,120.7153846
BY,*,*,3.7,123.9692308
BY,*,*,3.8,127.2230769
BY,*,*,3.9,130.4769231
BY,*,*,4,133.7307692
BY,*,*,4.1,136.9846154
BY,*,*,4.2,140.2384615
BY,*,*,4.3,143.4923077
BY,*,*,4.4,146.7461538
BY,*,*,4.5,150
BY,*,*,4.6,153.2538462
BY,*,*,4.7,156.5076923
BY,*,*,4.8,159.7615385
BY,*,*,4.9,163.0153847
BY,*,*,5,166.2692307
CD,*,*,0.1,6.830769231
CD,*,*,0.2,10.08461538
CD,*,*,0.3,13.33846154
CD,*,*,0.4,16.59230769
CD,*,*,0.5,19.84615385
CD,*,*,0.6,23.1
CD,*,*,0.7,26.35384616
CD,*,*,0.8,29.60769231
CD,*,*,0.9,32.86153847
CD,*,*,1,36.11538462
CD,*,*,1.1,39.36923078
CD,*,*,1.2,42.62307693
CD,*,*,1.3,45.87692307
CD,*,*,1.4,49.13076923
CD,*,*,1.5,52.38461538
CD,*,*,1.6,55.63846154
CD,*,*,1.7,58.89230769
CD,*,*,1.8,62.14615385
CD,*,*,1.9,65.4
CD,*,*,2,68.65384616
CD,*,*,2.1,71.90769231
CD,*,*,2.2,75.16153847
CD,*,*,2.3,78.41538462
CD,*,*,2.4,81.66923078
CD,*,*,2.5,84.92307693
CD,*,*,2.6,88.17692307
CD,*,*,2.7,91.43076923
CD,*,*,2.8,94.68461538
CD,*,*,2.9,97.93846154
CD,*,*,3,101.1923077
CD,*,*,3.1,104.4461538
CD,*,*,3.2,107.7
CD,*,*,3.3,110.9538462
CD,*,*,3.4,114.2076923
CD,*,*,3.5,117.4615385
CD,*,*,3.6,120.7153846
CD,*,*,3.7,123.9692308
CD,*,*,3.8,127.2230769
CD,*,*,3.9,130.4769231
CD,*,*,4,133.7307692
CD,*,*,4.1,136.9846154
CD,*,*,4.2,140.2384615
CD,*,*,4.3,143.4923077
CD,*,*,4.4,146.7461538
CD,*,*,4.5,150
CD,*,*,4.6,153.2538462
CD,*,*,4.7,156.5076923
CD,*,*,4.8,159.7615385
CD,*,*,4.9,163.0153847
CD,*,*,5,166.2692307
CF,*,*,0.1,6.830769231
CF,*,*,0.2,10.08461538
CF,*,*,0.3,13.33846154
CF,*,*,0.4,16.59230769
CF,*,*,0.5,19.84615385
CF,*,*,0.6,23.1
CF,*,*,0.7,26.35384616
CF,*,*,0.8,29.60769231
CF,*,*,0.9,32.86153847
CF,*,*,1,36.11538462
CF,*,*,1.1,39.36923078
CF,*,*,1.2,42.62307693
CF,*,*,1.3,45.87692307
CF,*,*,1.4,49.13076923
CF,*,*,1.5,52.38461538
CF,*,*,1.6,55.63846154
CF,*,*,1.7,58.89230769
CF,*,*,1.8,62.14615385
CF,*,*,1.9,65.4
CF,*,*,2,68.65384616
CF,*,*,2.1,71.90769231
CF,*,*,2.2,75.16153847
CF,*,*,2.3,78.41538462
CF,*,*,2.4,81.66923078
CF,*,*,2.5,84.92307693
CF,*,*,2.6,88.17692307
CF,*,*,2.7,91.43076923
CF,*,*,2.8,94.68461538
CF,*,*,2.9,97.93846154
CF,*,*,3,101.1923077
CF,*,*,3.1,104.4461538
CF,*,*,3.2,107.7
CF,*,*,3.3,110.9538462
CF,*,*,3.4,114.2076923
CF,*,*,3.5,117.4615385
CF,*,*,3.6,120.7153846
CF,*,*,3.7,123.9692308
CF,*,*,3.8,127.2230769
CF,*,*,3.9,130.4769231
CF,*,*,4,133.7307692
CF,*,*,4.1,136.9846154
CF,*,*,4.2,140.2384615
CF,*,*,4.3,143.4923077
CF,*,*,4.4,146.7461538
CF,*,*,4.5,150
CF,*,*,4.6,153.2538462
CF,*,*,4.7,156.5076923
CF,*,*,4.8,159.7615385
CF,*,*,4.9,163.0153847
CF,*,*,5,166.2692307
CG,*,*,0.1,6.830769231
CG,*,*,0.2,10.08461538
CG,*,*,0.3,13.33846154
CG,*,*,0.4,16.59230769
CG,*,*,0.5,19.84615385
CG,*,*,0.6,23.1
CG,*,*,0.7,26.35384616
CG,*,*,0.8,29.60769231
CG,*,*,0.9,32.86153847
CG,*,*,1,36.11538462
CG,*,*,1.1,39.36923078
CG,*,*,1.2,42.62307693
CG,*,*,1.3,45.87692307
CG,*,*,1.4,49.13076923
CG,*,*,1.5,52.38461538
CG,*,*,1.6,55.63846154
CG,*,*,1.7,58.89230769
CG,*,*,1.8,62.14615385
CG,*,*,1.9,65.4
CG,*,*,2,68.65384616
CG,*,*,2.1,71.90769231
CG,*,*,2.2,75.16153847
CG,*,*,2.3,78.41538462
CG,*,*,2.4,81.66923078
CG,*,*,2.5,84.92307693
CG,*,*,2.6,88.17692307
CG,*,*,2.7,91.43076923
CG,*,*,2.8,94.68461538
CG,*,*,2.9,97.93846154
CG,*,*,3,101.1923077
CG,*,*,3.1,104.4461538
CG,*,*,3.2,107.7
CG,*,*,3.3,110.9538462
CG,*,*,3.4,114.2076923
CG,*,*,3.5,117.4615385
CG,*,*,3.6,120.7153846
CG,*,*,3.7,123.9692308
CG,*,*,3.8,127.2230769
CG,*,*,3.9,130.4769231
CG,*,*,4,133.7307692
CG,*,*,4.1,136.9846154
CG,*,*,4.2,140.2384615
CG,*,*,4.3,143.4923077
CG,*,*,4.4,146.7461538
CG,*,*,4.5,150
CG,*,*,4.6,153.2538462
CG,*,*,4.7,156.5076923
CG,*,*,4.8,159.7615385
CG,*,*,4.9,163.0153847
CG,*,*,5,166.2692307
CI,*,*,0.1,6.830769231
CI,*,*,0.2,10.08461538
CI,*,*,0.3,13.33846154
CI,*,*,0.4,16.59230769
CI,*,*,0.5,19.84615385
CI,*,*,0.6,23.1
CI,*,*,0.7,26.35384616
CI,*,*,0.8,29.60769231
CI,*,*,0.9,32.86153847
CI,*,*,1,36.11538462
CI,*,*,1.1,39.36923078
CI,*,*,1.2,42.62307693
CI,*,*,1.3,45.87692307
CI,*,*,1.4,49.13076923
CI,*,*,1.5,52.38461538
CI,*,*,1.6,55.63846154
CI,*,*,1.7,58.89230769
CI,*,*,1.8,62.14615385
CI,*,*,1.9,65.4
CI,*,*,2,68.65384616
CI,*,*,2.1,71.90769231
CI,*,*,2.2,75.16153847
CI,*,*,2.3,78.41538462
CI,*,*,2.4,81.66923078
CI,*,*,2.5,84.92307693
CI,*,*,2.6,88.17692307
CI,*,*,2.7,91.43076923
CI,*,*,2.8,94.68461538
CI,*,*,2.9,97.93846154
CI,*,*,3,101.1923077
CI,*,*,3.1,104.4461538
CI,*,*,3.2,107.7
CI,*,*,3.3,110.9538462
CI,*,*,3.4,114.2076923
CI,*,*,3.5,117.4615385
CI,*,*,3.6,120.7153846
CI,*,*,3.7,123.9692308
CI,*,*,3.8,127.2230769
CI,*,*,3.9,130.4769231
CI,*,*,4,133.7307692
CI,*,*,4.1,136.9846154
CI,*,*,4.2,140.2384615
CI,*,*,4.3,143.4923077
CI,*,*,4.4,146.7461538
CI,*,*,4.5,150
CI,*,*,4.6,153.2538462
CI,*,*,4.7,156.5076923
CI,*,*,4.8,159.7615385
CI,*,*,4.9,163.0153847
CI,*,*,5,166.2692307
CM,*,*,0.1,6.830769231
CM,*,*,0.2,10.08461538
CM,*,*,0.3,13.33846154
CM,*,*,0.4,16.59230769
CM,*,*,0.5,19.84615385
CM,*,*,0.6,23.1
CM,*,*,0.7,26.35384616
CM,*,*,0.8,29.60769231
CM,*,*,0.9,32.86153847
CM,*,*,1,36.11538462
CM,*,*,1.1,39.36923078
CM,*,*,1.2,42.62307693
CM,*,*,1.3,45.87692307
CM,*,*,1.4,49.13076923
CM,*,*,1.5,52.38461538
CM,*,*,1.6,55.63846154
CM,*,*,1.7,58.89230769
CM,*,*,1.8,62.14615385
CM,*,*,1.9,65.4
CM,*,*,2,68.65384616
CM,*,*,2.1,71.90769231
CM,*,*,2.2,75.16153847
CM,*,*,2.3,78.41538462
CM,*,*,2.4,81.66923078
CM,*,*,2.5,84.92307693
CM,*,*,2.6,88.17692307
CM,*,*,2.7,91.43076923
CM,*,*,2.8,94.68461538
CM,*,*,2.9,97.93846154
CM,*,*,3,101.1923077
CM,*,*,3.1,104.4461538
CM,*,*,3.2,107.7
CM,*,*,3.3,110.9538462
CM,*,*,3.4,114.2076923
CM,*,*,3.5,117.4615385
CM,*,*,3.6,120.7153846
CM,*,*,3.7,123.9692308
CM,*,*,3.8,127.2230769
CM,*,*,3.9,130.4769231
CM,*,*,4,133.7307692
CM,*,*,4.1,136.9846154
CM,*,*,4.2,140.2384615
CM,*,*,4.3,143.4923077
CM,*,*,4.4,146.7461538
CM,*,*,4.5,150
CM,*,*,4.6,153.2538462
CM,*,*,4.7,156.5076923
CM,*,*,4.8,159.7615385
CM,*,*,4.9,163.0153847
CM,*,*,5,166.2692307
CO,*,*,0.1,6.830769231
CO,*,*,0.2,10.08461538
CO,*,*,0.3,13.33846154
CO,*,*,0.4,16.59230769
CO,*,*,0.5,19.84615385
CO,*,*,0.6,23.1
CO,*,*,0.7,26.35384616
CO,*,*,0.8,29.60769231
CO,*,*,0.9,32.86153847
CO,*,*,1,36.11538462
CO,*,*,1.1,39.36923078
CO,*,*,1.2,42.62307693
CO,*,*,1.3,45.87692307
CO,*,*,1.4,49.13076923
CO,*,*,1.5,52.38461538
CO,*,*,1.6,55.63846154
CO,*,*,1.7,58.89230769
CO,*,*,1.8,62.14615385
CO,*,*,1.9,65.4
CO,*,*,2,68.65384616
CO,*,*,2.1,71.90769231
CO,*,*,2.2,75.16153847
CO,*,*,2.3,78.41538462
CO,*,*,2.4,81.66923078
CO,*,*,2.5,84.92307693
CO,*,*,2.6,88.17692307
CO,*,*,2.7,91.43076923
CO,*,*,2.8,94.68461538
CO,*,*,2.9,97.93846154
CO,*,*,3,101.1923077
CO,*,*,3.1,104.4461538
CO,*,*,3.2,107.7
CO,*,*,3.3,110.9538462
CO,*,*,3.4,114.2076923
CO,*,*,3.5,117.4615385
CO,*,*,3.6,120.7153846
CO,*,*,3.7,123.9692308
CO,*,*,3.8,127.2230769
CO,*,*,3.9,130.4769231
CO,*,*,4,133.7307692
CO,*,*,4.1,136.9846154
CO,*,*,4.2,140.2384615
CO,*,*,4.3,143.4923077
CO,*,*,4.4,146.7461538
CO,*,*,4.5,150
CO,*,*,4.6,153.2538462
CO,*,*,4.7,156.5076923
CO,*,*,4.8,159.7615385
CO,*,*,4.9,163.0153847
CO,*,*,5,166.2692307
CV,*,*,0.1,6.830769231
CV,*,*,0.2,10.08461538
CV,*,*,0.3,13.33846154
CV,*,*,0.4,16.59230769
CV,*,*,0.5,19.84615385
CV,*,*,0.6,23.1
CV,*,*,0.7,26.35384616
CV,*,*,0.8,29.60769231
CV,*,*,0.9,32.86153847
CV,*,*,1,36.11538462
CV,*,*,1.1,39.36923078
CV,*,*,1.2,42.62307693
CV,*,*,1.3,45.87692307
CV,*,*,1.4,49.13076923
CV,*,*,1.5,52.38461538
CV,*,*,1.6,55.63846154
CV,*,*,1.7,58.89230769
CV,*,*,1.8,62.14615385
CV,*,*,1.9,65.4
CV,*,*,2,68.65384616
CV,*,*,2.1,71.90769231
CV,*,*,2.2,75.16153847
CV,*,*,2.3,78.41538462
CV,*,*,2.4,81.66923078
CV,*,*,2.5,84.92307693
CV,*,*,2.6,88.17692307
CV,*,*,2.7,91.43076923
CV,*,*,2.8,94.68461538
CV,*,*,2.9,97.93846154
CV,*,*,3,101.1923077
CV,*,*,3.1,104.4461538
CV,*,*,3.2,107.7
CV,*,*,3.3,110.9538462
CV,*,*,3.4,114.2076923
CV,*,*,3.5,117.4615385
CV,*,*,3.6,120.7153846
CV,*,*,3.7,123.9692308
CV,*,*,3.8,127.2230769
CV,*,*,3.9,130.4769231
CV,*,*,4,133.7307692
CV,*,*,4.1,136.9846154
CV,*,*,4.2,140.2384615
CV,*,*,4.3,143.4923077
CV,*,*,4.4,146.7461538
CV,*,*,4.5,150
CV,*,*,4.6,153.2538462
CV,*,*,4.7,156.5076923
CV,*,*,4.8,159.7615385
CV,*,*,4.9,163.0153847
CV,*,*,5,166.2692307
CZ,*,*,0.1,6.830769231
CZ,*,*,0.2,10.08461538
CZ,*,*,0.3,13.33846154
CZ,*,*,0.4,16.59230769
CZ,*,*,0.5,19.84615385
CZ,*,*,0.6,23.1
CZ,*,*,0.7,26.35384616
CZ,*,*,0.8,29.60769231
CZ,*,*,0.9,32.86153847
CZ,*,*,1,36.11538462
CZ,*,*,1.1,39.36923078
CZ,*,*,1.2,42.62307693
CZ,*,*,1.3,45.87692307
CZ,*,*,1.4,49.13076923
CZ,*,*,1.5,52.38461538
CZ,*,*,1.6,55.63846154
CZ,*,*,1.7,58.89230769
CZ,*,*,1.8,62.14615385
CZ,*,*,1.9,65.4
CZ,*,*,2,68.65384616
CZ,*,*,2.1,71.90769231
CZ,*,*,2.2,75.16153847
CZ,*,*,2.3,78.41538462
CZ,*,*,2.4,81.66923078
CZ,*,*,2.5,84.92307693
CZ,*,*,2.6,88.17692307
CZ,*,*,2.7,91.43076923
CZ,*,*,2.8,94.68461538
CZ,*,*,2.9,97.93846154
CZ,*,*,3,101.1923077
CZ,*,*,3.1,104.4461538
CZ,*,*,3.2,107.7
CZ,*,*,3.3,110.9538462
CZ,*,*,3.4,114.2076923
CZ,*,*,3.5,117.4615385
CZ,*,*,3.6,120.7153846
CZ,*,*,3.7,123.9692308
CZ,*,*,3.8,127.2230769
CZ,*,*,3.9,130.4769231
CZ,*,*,4,133.7307692
CZ,*,*,4.1,136.9846154
CZ,*,*,4.2,140.2384615
CZ,*,*,4.3,143.4923077
CZ,*,*,4.4,146.7461538
CZ,*,*,4.5,150
CZ,*,*,4.6,153.2538462
CZ,*,*,4.7,156.5076923
CZ,*,*,4.8,159.7615385
CZ,*,*,4.9,163.0153847
CZ,*,*,5,166.2692307
DJ,*,*,0.1,6.830769231
DJ,*,*,0.2,10.08461538
DJ,*,*,0.3,13.33846154
DJ,*,*,0.4,16.59230769
DJ,*,*,0.5,19.84615385
DJ,*,*,0.6,23.1
DJ,*,*,0.7,26.35384616
DJ,*,*,0.8,29.60769231
DJ,*,*,0.9,32.86153847
DJ,*,*,1,36.11538462
DJ,*,*,1.1,39.36923078
DJ,*,*,1.2,42.62307693
DJ,*,*,1.3,45.87692307
DJ,*,*,1.4,49.13076923
DJ,*,*,1.5,52.38461538
DJ,*,*,1.6,55.63846154
DJ,*,*,1.7,58.89230769
DJ,*,*,1.8,62.14615385
DJ,*,*,1.9,65.4
DJ,*,*,2,68.65384616
DJ,*,*,2.1,71.90769231
DJ,*,*,2.2,75.16153847
DJ,*,*,2.3,78.41538462
DJ,*,*,2.4,81.66923078
DJ,*,*,2.5,84.92307693
DJ,*,*,2.6,88.17692307
DJ,*,*,2.7,91.43076923
DJ,*,*,2.8,94.68461538
DJ,*,*,2.9,97.93846154
DJ,*,*,3,101.1923077
DJ,*,*,3.1,104.4461538
DJ,*,*,3.2,107.7
DJ,*,*,3.3,110.9538462
DJ,*,*,3.4,114.2076923
DJ,*,*,3.5,117.4615385
DJ,*,*,3.6,120.7153846
DJ,*,*,3.7,123.9692308
DJ,*,*,3.8,127.2230769
DJ,*,*,3.9,130.4769231
DJ,*,*,4,133.7307692
DJ,*,*,4.1,136.9846154
DJ,*,*,4.2,140.2384615
DJ,*,*,4.3,143.4923077
DJ,*,*,4.4,146.7461538
DJ,*,*,4.5,150
DJ,*,*,4.6,153.2538462
DJ,*,*,4.7,156.5076923
DJ,*,*,4.8,159.7615385
DJ,*,*,4.9,163.0153847
DJ,*,*,5,166.2692307
DK,*,*,0.1,6.830769231
DK,*,*,0.2,10.08461538
DK,*,*,0.3,13.33846154
DK,*,*,0.4,16.59230769
DK,*,*,0.5,19.84615385
DK,*,*,0.6,23.1
DK,*,*,0.7,26.35384616
DK,*,*,0.8,29.60769231
DK,*,*,0.9,32.86153847
DK,*,*,1,36.11538462
DK,*,*,1.1,39.36923078
DK,*,*,1.2,42.62307693
DK,*,*,1.3,45.87692307
DK,*,*,1.4,49.13076923
DK,*,*,1.5,52.38461538
DK,*,*,1.6,55.63846154
DK,*,*,1.7,58.89230769
DK,*,*,1.8,62.14615385
DK,*,*,1.9,65.4
DK,*,*,2,68.65384616
DK,*,*,2.1,71.90769231
DK,*,*,2.2,75.16153847
DK,*,*,2.3,78.41538462
DK,*,*,2.4,81.66923078
DK,*,*,2.5,84.92307693
DK,*,*,2.6,88.17692307
DK,*,*,2.7,91.43076923
DK,*,*,2.8,94.68461538
DK,*,*,2.9,97.93846154
DK,*,*,3,101.1923077
DK,*,*,3.1,104.4461538
DK,*,*,3.2,107.7
DK,*,*,3.3,110.9538462
DK,*,*,3.4,114.2076923
DK,*,*,3.5,117.4615385
DK,*,*,3.6,120.7153846
DK,*,*,3.7,123.9692308
DK,*,*,3.8,127.2230769
DK,*,*,3.9,130.4769231
DK,*,*,4,133.7307692
DK,*,*,4.1,136.9846154
DK,*,*,4.2,140.2384615
DK,*,*,4.3,143.4923077
DK,*,*,4.4,146.7461538
DK,*,*,4.5,150
DK,*,*,4.6,153.2538462
DK,*,*,4.7,156.5076923
DK,*,*,4.8,159.7615385
DK,*,*,4.9,163.0153847
DK,*,*,5,166.2692307
DZ,*,*,0.1,6.830769231
DZ,*,*,0.2,10.08461538
DZ,*,*,0.3,13.33846154
DZ,*,*,0.4,16.59230769
DZ,*,*,0.5,19.84615385
DZ,*,*,0.6,23.1
DZ,*,*,0.7,26.35384616
DZ,*,*,0.8,29.60769231
DZ,*,*,0.9,32.86153847
DZ,*,*,1,36.11538462
DZ,*,*,1.1,39.36923078
DZ,*,*,1.2,42.62307693
DZ,*,*,1.3,45.87692307
DZ,*,*,1.4,49.13076923
DZ,*,*,1.5,52.38461538
DZ,*,*,1.6,55.63846154
DZ,*,*,1.7,58.89230769
DZ,*,*,1.8,62.14615385
DZ,*,*,1.9,65.4
DZ,*,*,2,68.65384616
DZ,*,*,2.1,71.90769231
DZ,*,*,2.2,75.16153847
DZ,*,*,2.3,78.41538462
DZ,*,*,2.4,81.66923078
DZ,*,*,2.5,84.92307693
DZ,*,*,2.6,88.17692307
DZ,*,*,2.7,91.43076923
DZ,*,*,2.8,94.68461538
DZ,*,*,2.9,97.93846154
DZ,*,*,3,101.1923077
DZ,*,*,3.1,104.4461538
DZ,*,*,3.2,107.7
DZ,*,*,3.3,110.9538462
DZ,*,*,3.4,114.2076923
DZ,*,*,3.5,117.4615385
DZ,*,*,3.6,120.7153846
DZ,*,*,3.7,123.9692308
DZ,*,*,3.8,127.2230769
DZ,*,*,3.9,130.4769231
DZ,*,*,4,133.7307692
DZ,*,*,4.1,136.9846154
DZ,*,*,4.2,140.2384615
DZ,*,*,4.3,143.4923077
DZ,*,*,4.4,146.7461538
DZ,*,*,4.5,150
DZ,*,*,4.6,153.2538462
DZ,*,*,4.7,156.5076923
DZ,*,*,4.8,159.7615385
DZ,*,*,4.9,163.0153847
DZ,*,*,5,166.2692307
EC,*,*,0.1,6.830769231
EC,*,*,0.2,10.08461538
EC,*,*,0.3,13.33846154
EC,*,*,0.4,16.59230769
EC,*,*,0.5,19.84615385
EC,*,*,0.6,23.1
EC,*,*,0.7,26.35384616
EC,*,*,0.8,29.60769231
EC,*,*,0.9,32.86153847
EC,*,*,1,36.11538462
EC,*,*,1.1,39.36923078
EC,*,*,1.2,42.62307693
EC,*,*,1.3,45.87692307
EC,*,*,1.4,49.13076923
EC,*,*,1.5,52.38461538
EC,*,*,1.6,55.63846154
EC,*,*,1.7,58.89230769
EC,*,*,1.8,62.14615385
EC,*,*,1.9,65.4
EC,*,*,2,68.65384616
EC,*,*,2.1,71.90769231
EC,*,*,2.2,75.16153847
EC,*,*,2.3,78.41538462
EC,*,*,2.4,81.66923078
EC,*,*,2.5,84.92307693
EC,*,*,2.6,88.17692307
EC,*,*,2.7,91.43076923
EC,*,*,2.8,94.68461538
EC,*,*,2.9,97.93846154
EC,*,*,3,101.1923077
EC,*,*,3.1,104.4461538
EC,*,*,3.2,107.7
EC,*,*,3.3,110.9538462
EC,*,*,3.4,114.2076923
EC,*,*,3.5,117.4615385
EC,*,*,3.6,120.7153846
EC,*,*,3.7,123.9692308
EC,*,*,3.8,127.2230769
EC,*,*,3.9,130.4769231
EC,*,*,4,133.7307692
EC,*,*,4.1,136.9846154
EC,*,*,4.2,140.2384615
EC,*,*,4.3,143.4923077
EC,*,*,4.4,146.7461538
EC,*,*,4.5,150
EC,*,*,4.6,153.2538462
EC,*,*,4.7,156.5076923
EC,*,*,4.8,159.7615385
EC,*,*,4.9,163.0153847
EC,*,*,5,166.2692307
EE,*,*,0.1,6.830769231
EE,*,*,0.2,10.08461538
EE,*,*,0.3,13.33846154
EE,*,*,0.4,16.59230769
EE,*,*,0.5,19.84615385
EE,*,*,0.6,23.1
EE,*,*,0.7,26.35384616
EE,*,*,0.8,29.60769231
EE,*,*,0.9,32.86153847
EE,*,*,1,36.11538462
EE,*,*,1.1,39.36923078
EE,*,*,1.2,42.62307693
EE,*,*,1.3,45.87692307
EE,*,*,1.4,49.13076923
EE,*,*,1.5,52.38461538
EE,*,*,1.6,55.63846154
EE,*,*,1.7,58.89230769
EE,*,*,1.8,62.14615385
EE,*,*,1.9,65.4
EE,*,*,2,68.65384616
EE,*,*,2.1,71.90769231
EE,*,*,2.2,75.16153847
EE,*,*,2.3,78.41538462
EE,*,*,2.4,81.66923078
EE,*,*,2.5,84.92307693
EE,*,*,2.6,88.17692307
EE,*,*,2.7,91.43076923
EE,*,*,2.8,94.68461538
EE,*,*,2.9,97.93846154
EE,*,*,3,101.1923077
EE,*,*,3.1,104.4461538
EE,*,*,3.2,107.7
EE,*,*,3.3,110.9538462
EE,*,*,3.4,114.2076923
EE,*,*,3.5,117.4615385
EE,*,*,3.6,120.7153846
EE,*,*,3.7,123.9692308
EE,*,*,3.8,127.2230769
EE,*,*,3.9,130.4769231
EE,*,*,4,133.7307692
EE,*,*,4.1,136.9846154
EE,*,*,4.2,140.2384615
EE,*,*,4.3,143.4923077
EE,*,*,4.4,146.7461538
EE,*,*,4.5,150
EE,*,*,4.6,153.2538462
EE,*,*,4.7,156.5076923
EE,*,*,4.8,159.7615385
EE,*,*,4.9,163.0153847
EE,*,*,5,166.2692307
EG,*,*,0.1,6.830769231
EG,*,*,0.2,10.08461538
EG,*,*,0.3,13.33846154
EG,*,*,0.4,16.59230769
EG,*,*,0.5,19.84615385
EG,*,*,0.6,23.1
EG,*,*,0.7,26.35384616
EG,*,*,0.8,29.60769231
EG,*,*,0.9,32.86153847
EG,*,*,1,36.11538462
EG,*,*,1.1,39.36923078
EG,*,*,1.2,42.62307693
EG,*,*,1.3,45.87692307
EG,*,*,1.4,49.13076923
EG,*,*,1.5,52.38461538
EG,*,*,1.6,55.63846154
EG,*,*,1.7,58.89230769
EG,*,*,1.8,62.14615385
EG,*,*,1.9,65.4
EG,*,*,2,68.65384616
EG,*,*,2.1,71.90769231
EG,*,*,2.2,75.16153847
EG,*,*,2.3,78.41538462
EG,*,*,2.4,81.66923078
EG,*,*,2.5,84.92307693
EG,*,*,2.6,88.17692307
EG,*,*,2.7,91.43076923
EG,*,*,2.8,94.68461538
EG,*,*,2.9,97.93846154
EG,*,*,3,101.1923077
EG,*,*,3.1,104.4461538
EG,*,*,3.2,107.7
EG,*,*,3.3,110.9538462
EG,*,*,3.4,114.2076923
EG,*,*,3.5,117.4615385
EG,*,*,3.6,120.7153846
EG,*,*,3.7,123.9692308
EG,*,*,3.8,127.2230769
EG,*,*,3.9,130.4769231
EG,*,*,4,133.7307692
EG,*,*,4.1,136.9846154
EG,*,*,4.2,140.2384615
EG,*,*,4.3,143.4923077
EG,*,*,4.4,146.7461538
EG,*,*,4.5,150
EG,*,*,4.6,153.2538462
EG,*,*,4.7,156.5076923
EG,*,*,4.8,159.7615385
EG,*,*,4.9,163.0153847
EG,*,*,5,166.2692307
ER,*,*,0.1,6.830769231
ER,*,*,0.2,10.08461538
ER,*,*,0.3,13.33846154
ER,*,*,0.4,16.59230769
ER,*,*,0.5,19.84615385
ER,*,*,0.6,23.1
ER,*,*,0.7,26.35384616
ER,*,*,0.8,29.60769231
ER,*,*,0.9,32.86153847
ER,*,*,1,36.11538462
ER,*,*,1.1,39.36923078
ER,*,*,1.2,42.62307693
ER,*,*,1.3,45.87692307
ER,*,*,1.4,49.13076923
ER,*,*,1.5,52.38461538
ER,*,*,1.6,55.63846154
ER,*,*,1.7,58.89230769
ER,*,*,1.8,62.14615385
ER,*,*,1.9,65.4
ER,*,*,2,68.65384616
ER,*,*,2.1,71.90769231
ER,*,*,2.2,75.16153847
ER,*,*,2.3,78.41538462
ER,*,*,2.4,81.66923078
ER,*,*,2.5,84.92307693
ER,*,*,2.6,88.17692307
ER,*,*,2.7,91.43076923
ER,*,*,2.8,94.68461538
ER,*,*,2.9,97.93846154
ER,*,*,3,101.1923077
ER,*,*,3.1,104.4461538
